"ref" "Longitude" "Latitude" "Depth" "Station" "d53Cr" "Cr (ng/kg)" "Salinity" "O2 (ml/L)" "Cr [nmol_kg]" "Cruise" "Cast" "Sample ID" "neutral_density" "Potential Temperature" "NO3 + NO2" "Cr [ng_kg]" "NO3" "2 SEM" "Cr(III)" "Cr(III) error" "%Cr(III)" "%Cr(III) error" "Cr(VI) + CR(III)NR" "Cr(VI) + CR(III)NR error" "Event" "Elevation [m]" "TPM [mg/l] (Filtration)" "Mn2+ [µg/l] (total dissolved, Atomic absor...)" "Mn2+ [µg/l] (dissolved, Atomic absorption ...)" "Mn part [ng/l] (Atomic absorption spectrometr...)" "Fe [µg/l] (dissolved, Atomic absorption ...)" "Fe [µg/l] (particulate, Atomic absorptio...)" "Cr [µg/l] (dissolved, Atomic absorption ...)" "Cr [µg/l] (particulate, Atomic absorptio...)" "Cu [µg/l] (dissolved, Atomic absorption ...)" "Cu [µg/l] (particulate, Atomic absorptio...)" "Ni [µg/l] (dissolved, Atomic absorption ...)" "Ni [µg/l] (particulate, Atomic absorptio...)" "Co [µg/l] (dissolved, Atomic absorption ...)" "Co [µg/l] (particulate, Atomic absorptio...)" "Cd [µg/l] (dissolved, Atomic absorption ...)" "Cd [µg/l] (particulate, Atomic absorptio...)" "CrTOT (nM)" "dCrTOT53 (‰)" "2 s.d. (‰)" "O2" "error53Cr" "PO4" "Si(OH)4" "Water Mass" "date_time [UTC]" "trace_metal_rosette_cast_number" "ace_event_number" "ace_sample_number" "internal_error [‰]"
"Rickli2019" 141.931 -46.906 1000 NA 0.9849 NA NA NA 3.52153 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-17 07:23:53 7 613 "AT/ACE/1/15/017/613/ME/Chromium_1000m" 0.02447
"Rickli2019" 150.389 -46.393 15 NA 1.03654 NA NA NA 3.22389 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-23 08:47:00 8 915 "AT/ACE/2/15/023/915/ME/Chromium_15m" 0.02117
"Rickli2019" 150.389 -46.393 40 NA 1.04925 NA NA NA 3.23458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-23 08:47:00 8 915 "AT/ACE/2/15/023/915/ME/Chromium_40m" 0.02511
"Rickli2019" 150.389 -46.393 60 NA 1.05273 NA NA NA 3.21947 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-23 08:47:00 8 915 "AT/ACE/2/15/023/915/ME/Chromium_60m" 0.02842
"Rickli2019" 150.389 -46.393 150 NA 1.05959 NA NA NA 3.2201 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-23 08:47:00 8 915 "AT/ACE/2/15/023/915/ME/Chromium_150m" 0.02406
"Rickli2019" 150.389 -46.393 250 NA 1.05013 NA NA NA 3.22233 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-23 08:47:00 8 915 "AT/ACE/2/15/023/915/ME/Chromium_250m" 0.02028
"Rickli2019" 150.389 -46.393 500 NA 1.01955 NA NA NA 3.29801 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-23 08:47:00 8 915 "AT/ACE/2/15/023/915/ME/Chromium_500m" 0.01993
"Rickli2019" 150.389 -46.393 750 NA 1.02112 NA NA NA 3.30334 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-23 08:47:00 8 915 "AT/ACE/2/15/023/915/ME/Chromium_750m" 0.02054
"Rickli2019" 149.298 -53.583 15 NA 0.99469 NA NA NA 3.4543 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_15m" 0.02724
"Rickli2019" 149.298 -53.583 30 NA 0.98252 NA NA NA 3.43992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_30m" 0.02005
"Rickli2019" 149.298 -53.583 50 NA 0.96691 NA NA NA 3.44218 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_50m" 0.02228
"Rickli2019" 149.298 -53.583 80 NA 0.98726 NA NA NA 3.39887 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_80m" 0.02816
"Rickli2019" 149.298 -53.583 125 NA 1.00299 NA NA NA 3.37345 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_125m" 0.02377
"Rickli2019" 149.298 -53.583 200 NA 0.97422 NA NA NA 3.41468 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_200m" 0.01993
"Rickli2019" 149.298 -53.583 300 NA 0.98613 NA NA NA 3.46134 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_300m" 0.02176
"Rickli2019" 149.298 -53.583 500 NA 0.95858 NA NA NA 3.51683 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_500m" 0.02013
"Rickli2019" 149.298 -53.583 750 NA 0.92613 NA NA NA 3.64055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_750m" 0.01785
"Rickli2019" 149.298 -53.583 1000 NA 0.90388 NA NA NA 3.75809 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-25 02:18:00 9 933 "AT/ACE/2/15/025/933/ME/Chromium_1000m" 0.02158
"Rickli2019" 148.64 -59.611 15 NA 0.92833 NA NA NA 3.7147 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_15m" 0.02898
"Rickli2019" 148.64 -59.611 30 NA 0.89613 NA NA NA 3.73157 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_30m" 0.01743
"Rickli2019" 148.64 -59.611 50 NA 0.93095 NA NA NA 3.73432 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_50m" 0.02648
"Rickli2019" 148.64 -59.611 80 NA 0.91215 NA NA NA 3.73877 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_80m" 0.02212
"Rickli2019" 148.64 -59.611 100 NA 0.93345 NA NA NA 3.74458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_100m" 0.02802
"Rickli2019" 148.64 -59.611 125 NA 0.92234 NA NA NA 3.75284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_125m" 0.02305
"Rickli2019" 148.64 -59.611 150 NA 0.91581 NA NA NA 3.76369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_150m" 0.02159
"Rickli2019" 148.64 -59.611 200 NA 0.90376 NA NA NA 3.80138 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_200m" 0.0245
"Rickli2019" 148.64 -59.611 250 NA 0.93182 NA NA NA 3.81353 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_250m" 0.02163
"Rickli2019" 148.64 -59.611 500 NA 0.90411 NA NA NA 3.85867 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_500m" 0.02315
"Rickli2019" 148.64 -59.611 750 NA 0.91449 NA NA NA 3.82795 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_750m" 0.02265
"Rickli2019" 148.64 -59.611 1000 NA 0.90752 NA NA NA 3.87457 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-26 10:57:17 10 962 "AT/ACE/2/15/026/962/ME/Chromium_1000m" 0.02575
"Rickli2019" 145.721 -67.189 15 NA 0.893 NA NA NA 3.68179 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-30 22:33:52 12 1097 "AT/ACE/2/15/030/1097/ME/Chromium_15m" 0.01984
"Rickli2019" 145.721 -67.189 25 NA 0.913 NA NA NA 3.66261 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-30 22:33:52 12 1097 "AT/ACE/2/15/030/1097/ME/Chromium_25m" 0.02603
"Rickli2019" 145.721 -67.189 50 NA 0.903 NA NA NA 3.77548 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-30 22:33:52 12 1097 "AT/ACE/2/15/030/1097/ME/Chromium_50m" 0.02918
"Rickli2019" 145.721 -67.189 80 NA 0.893 NA NA NA 3.82127 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-30 22:33:52 12 1097 "AT/ACE/2/15/030/1097/ME/Chromium_80m" 0.01918
"Rickli2019" 145.721 -67.189 150 NA 0.893 NA NA NA 3.83378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-30 22:33:52 12 1097 "AT/ACE/2/15/030/1097/ME/Chromium_150m" 0.02411
"Rickli2019" 145.721 -67.189 250 NA 0.923 NA NA NA 3.8303 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-30 22:33:52 12 1097 "AT/ACE/2/15/030/1097/ME/Chromium_250m" 0.01845
"Rickli2019" 145.721 -67.189 500 NA 0.903 NA NA NA 3.8619 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-01-30 22:33:52 12 1097 "AT/ACE/2/15/030/1097/ME/Chromium_500m" 0.01884
"Rickli2019" 163.536 -67.29 15 NA 0.92837 NA NA NA 3.78367 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-04 12:45:23 14 1250 "AT/ACE/2/15/035/1250/ME/Chromium_15m" 0.02141
"Rickli2019" 163.536 -67.29 40 NA 0.91704 NA NA NA 3.797 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-04 12:45:23 14 1250 "AT/ACE/2/15/035/1250/ME/Chromium_40m" 0.02217
"Rickli2019" 163.536 -67.29 100 NA 0.91889 NA NA NA 3.82488 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-04 12:45:23 14 1250 "AT/ACE/2/15/035/1250/ME/Chromium_100m" 0.02706
"Rickli2019" 163.536 -67.29 150 NA 0.91774 NA NA NA 3.8217 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-04 12:45:23 14 1250 "AT/ACE/2/15/035/1250/ME/Chromium_150m" 0.02648
"Rickli2019" 163.536 -67.29 250 NA 0.89553 NA NA NA 3.87096 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-04 12:45:23 14 1250 "AT/ACE/2/15/035/1250/ME/Chromium_250m" 0.02684
"Rickli2019" 163.536 -67.29 500 NA 0.89779 NA NA NA 3.91672 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-04 12:45:23 14 1250 "AT/ACE/2/15/035/1250/ME/Chromium_500m" 0.03
"Rickli2019" 167.36 -67.1 15 NA 0.91034 NA NA NA 3.79932 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-05 04:51:52 15 1283 "AT/ACE/2/15/036/1283/ME/Chromium_15m" 0.0209
"Rickli2019" 167.36 -67.1 50 NA 0.92268 NA NA NA 3.80432 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-05 04:51:52 15 1283 "AT/ACE/2/15/036/1283/ME/Chromium_50m" 0.02499
"Rickli2019" 167.36 -67.1 100 NA 0.92261 NA NA NA 3.85241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-05 04:51:52 15 1283 "AT/ACE/2/15/036/1283/ME/Chromium_100m" 0.01982
"Rickli2019" 167.36 -67.1 150 NA 0.89577 NA NA NA 3.88096 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-05 04:51:52 15 1283 "AT/ACE/2/15/036/1283/ME/Chromium_150m" 0.02529
"Rickli2019" 167.36 -67.1 500 NA 0.89198 NA NA NA 3.95325 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-05 04:51:52 15 1283 "AT/ACE/2/15/036/1283/ME/Chromium_500m" 0.02943
"Rickli2019" -66.242 -63.963 15 NA 0.88945 NA NA NA 3.73979 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-18 02:15:10 18 1880 "AT/ACE/2/15/049/1880/ME/Chromium_15m" 0.02445
"Rickli2019" -66.242 -63.963 50 NA 0.89245 NA NA NA 3.77202 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-18 02:15:10 18 1880 "AT/ACE/2/15/049/1880/ME/Chromium_50m" 0.02328
"Rickli2019" -66.242 -63.963 100 NA 0.88339 NA NA NA 3.80084 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-18 02:15:10 18 1880 "AT/ACE/2/15/049/1880/ME/Chromium_100m" 0.0155
"Rickli2019" -66.242 -63.963 180 NA 0.87032 NA NA NA 3.86396 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-18 02:15:10 18 1880 "AT/ACE/2/15/049/1880/ME/Chromium_180m" 0.0185
"Rickli2019" -66.242 -63.963 300 NA 0.91359 NA NA NA 3.87997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-18 02:15:10 18 1880 "AT/ACE/2/15/049/1880/ME/Chromium_300m" 0.02024
"Rickli2019" -67.919 -59.6 15 NA 0.93364 NA NA NA 3.64873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-19 03:05:55 20 1903 "AT/ACE/2/15/050/1903/ME/Chromium_15m" 0.01894
"Rickli2019" -67.919 -59.6 60 NA 0.9351 NA NA NA 3.67848 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-19 03:05:55 20 1903 "AT/ACE/2/15/050/1903/ME/Chromium_60m" 0.0197
"Rickli2019" -67.919 -59.6 125 NA 0.93194 NA NA NA 3.6095 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-19 03:05:55 20 1903 "AT/ACE/2/15/050/1903/ME/Chromium_125m" 0.02159
"Rickli2019" -67.919 -59.6 250 NA 0.92532 NA NA NA 3.66298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-19 03:05:55 20 1903 "AT/ACE/2/15/050/1903/ME/Chromium_250m" 0.02247
"Rickli2019" -67.919 -59.6 580 NA 0.90063 NA NA NA 3.80098 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-19 03:05:55 20 1903 "AT/ACE/2/15/050/1903/ME/Chromium_580m" 0.02006
"Rickli2019" -67.919 -59.6 1000 NA 0.88886 NA NA NA 3.87192 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2017-02-19 03:05:55 20 1903 "AT/ACE/2/15/050/1903/ME/Chromium_1000m" 0.02439
